"Spiegel";"http://www.spiegel.de/schlagzeilen/index.rss"
"N-tv";"http://www.n-tv.de/rss"
"Zeit";"http://newsfeed.zeit.de/index"
"Golem";"http://rss.golem.de/rss.php?feed=RSS1.0"
"Heise";"http://www.heise.de/newsticker/heise.rdf"
"MVG Störungsticker";"http://www.mvg-mobil.de/Tickerrss/CreateRssClass"
