# -------------------------------------------------------
# App: de.tum.in.tumcampus, date: 20110713-20121012
# -------------------------------------------------------

date,os_version,daily_device_installs,active_device_installs,daily_user_installs,total_user_installs,active_user_installs,daily_device_uninstalls,daily_user_uninstalls,daily_device_upgrades
20120904,Android 3.0,0,0,0,1,0,0,0,0
20120904,Android 2.3.3 - 2.3.7,1,577,1,1315,555,2,0,0
20120904,0,0,0,0,171,0,0,0,0
20120903,Android 2.3,0,2,0,2,2,0,0,0
20120903,Android 2.2,2,106,2,301,99,1,1,0
20120903,Android 2.1,0,30,0,109,28,0,0,0
20120903,Android 4.1,3,80,1,105,77,0,0,0
20120903,Android 4.0.3 - 4.0.4,1,375,1,661,362,3,2,0
20120903,Android 4.0 - 4.0.2,0,0,0,11,0,0,0,0
20120903,Android 3.2,0,21,0,35,16,0,0,0
20120903,Android 3.1,0,5,0,7,4,0,0,0
20120903,Android 3.0,0,0,0,1,0,0,0,0
20120903,Android 2.3.3 - 2.3.7,2,579,1,1317,556,2,2,0
20120903,0,0,0,0,169,0,0,0,0
20120902,Android 2.3,0,2,0,2,2,0,0,0
20120902,Android 2.2,0,106,0,303,98,1,1,0
20120902,Android 2.1,0,30,0,110,28,0,0,0
20120902,Android 4.1,1,78,1,104,75,0,0,0
20120902,Android 4.0.3 - 4.0.4,0,374,0,659,361,1,0,0
20120902,Android 4.0 - 4.0.2,0,0,0,11,0,0,0,0
20120902,Android 3.2,0,21,0,35,16,0,0,0
20120902,Android 3.1,0,5,0,7,4,0,0,0
20120902,Android 3.0,0,0,0,1,0,0,0,0
