# -------------------------------------------------------
# App: de.tum.in.tumcampus, date: 20110713-20120331
# -------------------------------------------------------

date,device,daily_device_installs,active_device_installs,daily_user_installs,total_user_installs,active_user_installs,daily_device_uninstalls,daily_user_uninstalls,daily_device_upgrades
20120330,W851,0,1,0,1,1,0,0,0
20120330,SEMC Xperia X10 Mini Pro,0,9,0,20,9,0,0,0
20120330,TF201,0,5,0,7,5,0,0,0
20120330,TF101G,0,2,0,1,1,0,0,0
20120330,Asus EeePad Transformer TF101,0,10,0,9,8,0,0,0
20120330,SEMC Xperia Ray,0,1,0,2,1,0,0,0
20120330,ST17i,0,4,0,4,4,0,0,0
20120330,SEMC Xperia Mini,0,0,0,1,0,0,0,0
20120330,Asus EeePad Slider SL101,0,1,0,1,0,0,0,0
20120330,SEMC Xperia Mini Pro,0,2,0,3,2,0,0,0
20120330,Samsung Galaxy Tab 10.1,0,1,0,1,1,0,0,0
20120330,Sharp Lynx 3D SH-03C,0,2,0,2,2,0,0,0
20120330,Samsung Galaxy S,0,0,0,1,0,0,0,0
20120330,SEMC Xperia Play,0,2,0,7,2,0,0,0
20120330,SEMC Xperia Neo,0,7,0,15,7,0,0,0
20120330,SEMC Xperia Neo V,0,1,0,1,1,0,0,0
20120330,MK16i,0,2,0,3,2,0,0,0
20120330,MD_LIFETAB_P9516,0,1,0,1,1,0,0,0
20120330,LT26i,0,1,0,1,1,0,0,0
20120330,SEMC Xperia Arc S,0,2,0,6,2,0,0,0
20120330,SEMC Xperia Arc,0,4,0,16,3,0,0,0
20120330,LIFETAB_P9514,0,4,0,5,4,0,0,0
20120330,Lenovo Indigo,0,3,0,4,3,0,0,0
20120330,GT-S5830i,0,1,0,1,1,0,0,0
20120330,Samsung Galaxy Ace,0,1,0,1,1,0,0,0
20120330,GT-S5830B,1,1,1,1,1,0,0,0
20120330,Samsung Galaxy Ace,0,27,0,76,27,0,0,0
20120330,GT-S5690,0,1,0,1,1,0,0,0
20120330,Samsung Galaxy Fit,0,2,0,3,2,0,0,0
20120330,Samsung Galaxy Gio,0,2,0,3,2,0,0,0
20120330,Samsung Galaxy Mini,0,5,0,8,5,0,0,0
20120330,Samsung Galaxy Y,0,0,0,1,0,0,0,0
20120330,Samsung Galaxy Y,0,5,0,6,5,0,0,0
20120330,GT-P7511,0,0,0,1,0,0,0,0
20120330,Samsung Galaxy Tab 10.1,0,2,0,3,2,0,0,0
20120330,GT-P7501,0,1,0,1,1,0,0,0
20120330,Samsung Galaxy Tab 10.1,0,4,0,9,3,0,0,0
20120330,Samsung Galaxy Tab,0,0,0,2,0,0,0,0
20120330,Samsung Galaxy Tab,0,9,0,18,8,0,0,0
20120330,Samsung Galaxy Note,1,17,0,27,16,0,0,0
20120330,Samsung Galaxy S2,0,0,0,1,0,0,0,0
20120330,Samsung Galaxy S2,0,1,0,1,1,0,0,0
20120330,GT-I9100M,0,0,0,1,0,0,0,0
20120330,GT-I9100G,0,3,0,4,3,0,0,0
20120330,Samsung Galaxy S2,1,215,1,388,211,0,0,0
20120330,Samsung Galaxy S,0,5,0,8,5,0,0,0
20120330,Samsung Galaxy S Plus,0,47,0,74,47,0,0,0
20120330,Samsung Galaxy S,0,93,0,190,90,1,1,1
20120330,Samsung Galaxy W,1,7,1,11,7,1,1,0
20120330,Samsung Galaxy 3,0,3,0,12,3,0,0,0
20120330,Samsung Europa ,0,2,0,2,1,0,0,0
20120330,Samsung Europa ,0,3,0,9,3,0,0,0
20120330,GT-B7510,0,0,0,1,0,0,0,0
20120330,GT-B5510,0,1,0,1,1,0,0,0
20120330,SEMC Xperia X8,0,4,0,11,4,0,0,0
20120330,SEMC Xperia X10 Mini,0,1,0,3,1,0,0,0
20120330,A70S,0,0,0,1,0,0,0,0
20120330,A43,0,0,0,1,0,0,0,0
20120330,A101IT,0,0,0,2,0,0,0,0
20120329,zeus,0,1,0,0,0,0,0,0
20120329,wwe10,0,0,0,1,0,0,0,0
20120329,Motorola XOOM,0,1,0,2,1,0,0,0
20120329,HTC Incredible S,1,8,1,15,8,0,0,0
20120329,HTC G2,0,16,0,27,15,0,0,0
20120329,victor,0,2,0,2,2,0,0,0
20120329,v350,0,0,0,1,0,0,0,0
20120329,unknown,0,0,0,2,0,0,0,0
20120329,univa_open-de,0,2,0,2,2,0,0,0
20120329,univa_222-01,0,1,0,1,1,0,0,0
20120329,umts_spyder,0,5,0,5,5,0,0,0
20120329,Motorola Droid,0,3,0,17,3,0,0,0
20120329,Motorola Flipout,0,2,0,5,2,0,0,0
20120329,Motorola Milestone2,0,2,0,4,2,0,0,0
20120329,Motorola Defy,0,42,0,72,39,0,0,0
20120329,Motorola XOOM,0,1,0,3,1,0,0,0
20120329,u8800,0,2,0,2,2,0,0,0
20120329,u8220,0,0,0,1,0,0,0,0
20120329,Toshiba AT100,0,1,0,1,1,0,0,0
20120329,LG Optimus One,0,6,0,14,6,0,0,0
20120329,tenderloin,0,5,0,7,4,0,0,0
20120329,LG Swift,0,2,0,4,2,0,0,0
20120329,LG Optimus 2X,0,1,0,1,1,0,0,0
20120329,Dell Streak 7,0,0,0,1,0,0,0,0
20120329,Dell Streak,0,0,0,2,0,0,0,0
20120329,Pantech Izar,0,0,0,1,0,0,0,0
20120329,skate,0,0,0,1,0,0,0,0
20120329,HTC Shooter,0,4,0,4,4,0,0,0
20120329,HTC myTouch 3G,0,3,0,3,2,0,0,0
20120329,HTC Desire S,0,63,0,93,63,0,0,0
20120329,HTC Sensation XL,0,2,0,2,2,0,0,0
20120329,rk29sdk,0,1,0,1,1,0,0,0
20120329,HTC Sensation 4G,0,53,0,88,51,0,0,0
20120329,Acer Picasso,0,6,0,7,3,0,0,0
20120329,LG Pecan,0,1,0,4,1,0,0,0
20120329,HTC Nexus One,0,11,0,28,9,0,0,0
20120329,p990_EUR-xx,0,1,0,2,1,0,0,0
20120329,p990_262-xx,0,0,0,2,0,0,0,0
20120329,p990_262-02,0,2,0,2,2,0,0,0
20120329,LG Optimus 2X,0,13,0,25,12,0,0,0
20120329,p920,0,1,0,2,1,0,0,0
20120329,p5,0,1,0,1,1,0,0,0
20120329,Samsung Galaxy Tab 10.1,0,1,0,1,1,0,0,0
20120329,Motorola Atrix,0,1,0,1,1,0,0,0
20120329,Sony Tablet S,0,2,0,5,2,0,0,0
20120329,msm7627_ffa,0,0,0,1,0,0,0,0
20120329,msm7230,0,2,0,2,2,0,0,0
20120329,msm7201a,0,1,0,1,1,0,0,0
20120329,morr,0,0,0,1,0,0,0,0
20120329,ZTE Racer,0,0,0,1,0,0,0,0
20120329,mione_plus,0,1,0,1,1,0,0,0
20120329,mercury,0,0,0,1,0,0,0,0
20120329,HTC Wildfire S,0,24,0,51,24,0,0,0
20120329,Samsung Galaxy Nexus,0,24,0,33,21,0,0,0
20120329,m801,0,2,0,3,2,0,0,0
20120329,Acer Liquid,0,0,0,1,0,0,0,0
20120329,HTC Aria,0,0,0,3,0,0,0,0
20120329,LG Optimus Black,0,9,0,12,9,0,0,0
20120329,leo,0,3,0,6,2,0,0,0
20120329,HTC Legend,0,5,0,11,5,0,0,0
20120329,laptop,0,0,0,1,0,0,0,0
20120329,Motorola Defy,0,1,0,4,1,0,0,0
20120329,Huawei U8510,0,11,0,19,11,0,0,0
20120329,Huawei V858,0,1,0,1,1,0,0,0
20120329,hws7300u,0,0,0,1,0,0,0,0
20120329,HTC Hero ,0,3,0,7,3,0,0,0
20120329,harmony,0,0,0,1,0,0,0,0
20120329,gelato_262-xx,0,1,0,1,1,0,0,0
20120329,galaxysmtd,0,1,0,12,1,0,0,1
20120329,galaxys2,0,8,0,14,8,0,0,0
20120329,HTC Flyer,0,2,0,3,1,0,0,0
20120329,e1000_gq1a,0,0,0,1,0,0,0,0
20120329,e0_open_eur,0,0,0,1,0,0,0,0
20120329,HTC G1 ,0,0,0,1,0,0,0,0
20120329,disco10,0,0,0,1,0,0,0,0
20120329,Samsung Nexus S,1,26,0,45,25,0,0,0
20120329,crane-m802h6,0,0,0,1,0,0,0,0
20120329,cooper,0,0,0,1,0,0,0,0
20120329,choi,0,1,0,1,1,0,0,0
20120329,HTC Chacha,0,1,0,2,1,0,0,0
20120329,HTC Wildfire,0,17,0,33,14,0,0,0
20120329,HTC Desire,0,57,0,148,48,1,1,0
20120329,bproj_262-XXX,0,0,0,3,0,0,0,0
20120329,bproj_262-02,0,0,0,1,0,0,0,0
20120329,ZTE Blade,0,6,0,15,6,0,0,0
20120329,HTC Tattoo,0,0,0,1,0,0,0,0
20120329,aries,0,0,0,2,0,0,0,0
20120329,HTC Desire HD,0,58,0,118,58,1,1,0
20120329,Garmin-Asus Nuvifone,0,0,0,1,0,0,0,0
20120329,Acer Liquid,0,1,0,2,1,0,0,0
20120329,Samsung Galaxy Player,0,0,0,1,0,0,0,0
20120329,XT502,0,0,0,1,0,0,0,0
20120329,SEMC Xperia X10,0,10,0,21,10,0,0,0
20120329,W851,0,1,0,1,1,0,0,0
20120329,SEMC Xperia X10 Mini Pro,0,9,0,20,9,0,0,0
20120329,TF201,0,5,0,7,5,0,0,0
20120329,TF101G,0,2,0,1,1,0,0,0
20120329,Asus EeePad Transformer TF101,0,10,0,9,8,0,0,0
20120329,SEMC Xperia Ray,0,1,0,2,1,0,0,0
20120329,ST17i,0,4,0,4,4,0,0,0
20120329,SEMC Xperia Mini,0,0,0,1,0,0,0,0
20120329,Asus EeePad Slider SL101,0,1,0,1,0,0,0,0
20120329,SEMC Xperia Mini Pro,0,2,0,3,2,0,0,0
20120329,Samsung Galaxy Tab 10.1,0,1,0,1,1,0,0,0
20120329,Sharp Lynx 3D SH-03C,0,2,0,2,2,0,0,0
20120329,Samsung Galaxy S,0,0,0,1,0,0,0,0
20120329,SEMC Xperia Play,0,2,0,7,2,0,0,0
20120329,SEMC Xperia Neo,0,7,0,15,7,0,0,0
20120329,SEMC Xperia Neo V,0,1,0,1,1,0,0,0
20120329,MK16i,0,2,0,3,2,0,0,0
20120329,MD_LIFETAB_P9516,1,1,0,1,1,0,0,0
20120329,LT26i,0,1,0,1,1,0,0,0
20120329,SEMC Xperia Arc S,0,2,0,6,2,0,0,0
20120329,SEMC Xperia Arc,0,4,0,16,3,0,0,0
20120329,LIFETAB_P9514,0,4,0,5,4,0,0,0
20120329,Lenovo Indigo,0,3,0,4,3,0,0,0
20120329,GT-S5830i,0,1,0,1,1,0,0,0
20120329,Samsung Galaxy Ace,0,1,0,1,1,0,0,0
20120329,Samsung Galaxy Ace,0,28,0,77,28,0,0,0
20120329,GT-S5690,0,1,0,1,1,0,0,0
20120329,Samsung Galaxy Fit,0,2,0,3,2,0,0,0
20120329,Samsung Galaxy Gio,0,2,0,3,2,0,0,0
20120329,Samsung Galaxy Mini,0,5,0,8,5,0,0,0
