# -------------------------------------------------------
# App: de.tum.in.tumcampus, date: 20110713-20120708
# -------------------------------------------------------

date,country,daily_device_installs,active_device_installs,daily_user_installs,total_user_installs,active_user_installs,daily_device_uninstalls,daily_user_uninstalls,daily_device_upgrades
20120627,TR,0,0,0,2,0,0,0,0
20120627,TN,0,0,0,1,0,0,0,0
20120627,TH,0,1,0,1,1,0,0,0
20120627,SI,0,1,0,2,1,0,0,0
20120627,SG,0,1,0,4,1,0,0,0
20120627,SE,0,1,0,2,1,0,0,0
20120627,RU,0,3,0,5,3,0,0,0
20120627,RO,0,1,0,1,0,0,0,0
20120627,PT,0,0,0,1,0,0,0,0
20120627,PR,0,1,0,1,1,0,0,0
20120627,PL,0,1,0,3,1,0,0,0
20120627,MX,0,1,0,3,1,0,0,0
20120627,LU,0,1,0,1,1,0,0,0
20120627,KR,0,1,0,3,1,0,0,0
20120627,JP,0,0,0,1,0,0,0,0
20120627,IT,0,2,0,5,2,0,0,0
20120627,IS,0,0,0,1,0,0,0,0
20120627,IN,0,1,0,7,1,0,0,0
20120627,HU,0,1,0,1,1,0,0,0
20120627,GR,0,0,0,3,0,0,0,0
20120627,GB,0,2,0,6,2,0,0,0
20120627,FR,0,1,0,2,1,0,0,0
20120627,ES,0,2,0,5,2,0,0,0
20120627,DK,0,0,0,1,0,0,0,0
20120627,DE,10,1101,2,2239,1044,3,2,0
20120627,CN,0,2,0,6,2,0,0,0
20120627,CH,0,4,0,27,4,0,0,0
20120627,CA,0,1,0,2,1,0,0,0
20120627,BR,0,1,0,2,1,0,0,0
20120627,BG,0,1,0,2,1,0,0,0
20120627,BA,0,1,0,1,1,0,0,0
20120627,AU,0,1,0,2,1,0,0,0
20120627,AT,0,9,0,28,8,0,0,0
20120627,AR,0,0,0,1,0,0,0,0
20120627,AF,0,0,0,1,0,0,0,0
20120626,unknown,0,0,0,54,0,0,0,0
20120626,US,0,1,0,8,1,0,0,0
20120626,UA,0,1,0,2,1,0,0,0
20120626,TW,0,1,0,1,1,0,0,0
20120626,TR,0,0,0,2,0,0,0,0
20120626,TN,0,0,0,1,0,0,0,0
20120626,TH,0,1,0,1,1,0,0,0
20120626,SI,0,1,0,2,1,0,0,0
20120626,SG,0,1,0,4,1,0,0,0
20120626,SE,0,1,0,1,1,0,0,0
20120626,RU,0,3,0,5,3,0,0,0
20120626,RO,0,1,0,1,0,0,0,0
20120626,PT,0,0,0,1,0,0,0,0
20120626,PR,0,1,0,1,1,0,0,0
20120626,PL,0,1,0,3,1,0,0,0
20120626,MX,0,1,0,3,1,0,0,0
20120626,LU,0,1,0,1,1,0,0,0
20120626,KR,0,1,0,3,1,0,0,0
20120626,JP,0,0,0,1,0,0,0,0
20120626,IT,0,2,0,5,2,0,0,0
20120626,IS,0,0,0,1,0,0,0,0
20120626,IN,0,1,0,7,1,0,0,0
20120626,HU,0,1,0,1,1,0,0,0
20120626,GR,0,0,0,3,0,0,0,0
20120626,GB,0,2,0,6,2,0,0,0
20120626,FR,0,1,0,2,1,0,0,0
20120626,ES,0,3,0,6,3,0,0,0
20120626,DK,0,0,0,1,0,0,0,0
20120626,DE,6,1096,1,2238,1040,5,3,4
20120626,CN,0,2,0,6,2,0,0,0
20120626,CH,0,4,0,27,4,0,0,0
20120626,CA,0,1,0,2,1,0,0,0
20120626,BR,0,1,0,2,1,0,0,0
20120626,BG,0,1,0,2,1,0,0,0
20120626,BA,0,1,0,1,1,0,0,0
20120626,AU,0,1,0,2,1,0,0,0
20120626,AT,0,9,0,28,8,0,0,0
20120626,AR,0,0,0,1,0,0,0,0
20120626,AF,0,0,0,1,0,0,0,0
20120625,unknown,0,0,0,54,0,0,0,0
20120625,US,0,1,0,8,1,0,0,0
20120625,UA,0,1,0,3,1,0,0,0
20120625,TW,0,1,0,1,1,0,0,0
20120625,TR,0,0,0,2,0,0,0,0
20120625,TN,0,0,0,1,0,0,0,0
20120625,TH,0,1,0,1,1,0,0,0
20120625,SI,0,1,0,2,1,0,0,0
20120625,SG,0,1,0,4,1,0,0,0
20120625,SE,0,1,0,1,1,0,0,0
20120625,RU,0,3,0,5,3,0,0,0
20120625,RO,0,1,0,1,0,0,0,0
20120625,PT,0,0,0,1,0,0,0,0
20120625,PR,0,1,0,1,1,0,0,0
20120625,PL,0,1,0,3,1,0,0,0
20120625,MX,0,1,0,3,1,0,0,0
20120625,LU,0,1,0,1,1,0,0,0
20120625,KR,0,1,0,3,1,0,0,0
20120625,JP,0,0,0,1,0,0,0,0
20120625,IT,0,2,0,5,2,0,0,0
20120625,IS,0,0,0,1,0,0,0,0
20120625,IN,0,1,0,7,1,0,0,0
20120625,HU,0,1,0,1,1,0,0,0
20120625,GR,0,0,0,3,0,0,0,0
20120625,GB,0,2,0,6,2,0,0,0
20120625,FR,0,1,0,2,1,0,0,0
20120625,ES,0,3,0,6,3,0,0,0
20120625,DK,0,0,0,1,0,0,0,0
20120625,DE,4,1101,3,2236,1048,0,0,3
20120625,CN,0,2,0,6,2,0,0,0
20120625,CH,0,4,0,27,4,0,0,0
20120625,CA,0,1,0,2,1,0,0,0
20120625,BR,0,1,0,2,1,0,0,0
20120625,BG,0,1,0,2,1,0,0,0
20120625,BA,0,1,0,1,1,0,0,0
20120625,AU,0,1,0,2,1,0,0,0
20120625,AT,0,9,0,28,8,0,0,0
20120625,AR,0,0,0,1,0,0,0,0
20120625,AF,0,0,0,1,0,0,0,0
20120624,unknown,0,0,0,53,0,0,0,0
20120624,US,0,3,0,9,2,0,0,0
20120624,UA,0,1,0,3,1,0,0,0
20120624,TW,0,1,0,1,1,0,0,0
20120624,TR,0,0,0,2,0,0,0,0
20120624,TN,0,0,0,1,0,0,0,0
20120624,TH,0,1,0,1,1,0,0,0
20120624,SI,0,0,0,1,0,0,0,0
20120624,SG,0,1,0,4,1,0,0,0
20120624,SE,0,1,0,1,1,0,0,0
20120624,RU,0,2,0,4,2,0,0,0
20120624,RO,0,1,0,1,0,0,0,0
20120624,PT,0,0,0,1,0,0,0,0
20120624,PR,0,1,0,1,1,0,0,0
20120624,PL,1,1,1,3,1,0,0,0
20120624,MX,0,1,0,3,1,0,0,0
20120624,LU,0,1,0,1,1,0,0,0
20120624,KR,0,1,0,3,1,0,0,0
20120624,JP,0,0,0,1,0,0,0,0
20120624,IT,0,2,0,6,2,0,0,0
20120624,IS,0,0,0,1,0,0,0,0
20120624,IN,0,1,0,7,1,0,0,0
20120624,HU,0,1,0,1,1,0,0,0
20120624,GR,0,0,0,3,0,0,0,0
20120624,GB,0,2,0,6,2,0,0,0
20120624,FR,0,1,0,2,1,0,0,0
20120624,ES,0,4,0,8,4,0,0,0
20120624,DK,0,0,0,1,0,0,0,0
20120624,DE,4,1098,2,2232,1046,3,0,0
20120624,CN,0,2,0,6,2,0,0,0
20120624,CH,0,4,0,27,4,0,0,0
20120624,CA,0,1,0,2,1,0,0,0
20120624,BR,0,1,0,2,1,0,0,0
20120624,BG,0,1,0,2,1,0,0,0
20120624,BA,0,1,0,1,1,0,0,0
20120624,AU,0,1,0,2,1,0,0,0
20120624,AT,0,9,0,28,8,0,0,0
20120624,AR,0,0,0,1,0,0,0,0
20120624,AF,0,0,0,1,0,0,0,0
20120623,unknown,0,0,0,53,0,0,0,0
20120623,US,0,2,0,9,2,0,0,0
20120623,UA,0,1,0,3,1,0,0,0
20120623,TW,0,1,0,1,1,0,0,0
20120623,TR,0,0,0,2,0,0,0,0
20120623,TN,0,0,0,1,0,0,0,0
20120623,TH,0,1,0,1,1,0,0,0
20120623,SI,0,0,0,1,0,0,0,0
20120623,SG,0,1,0,4,1,0,0,0
20120623,SE,0,1,0,2,1,0,0,0
20120623,RU,0,2,0,4,2,0,0,0
20120623,RO,0,1,0,1,0,0,0,0
